address,city,compname,contents,education,industry,jobgood,jobname,jobway,month,salary,size,url
北京,北京,宜信,职位描述：该职位接受暑期实习&长期实习。岗位职责：1、日常支持运营团队数据监控、统计和分析，包含周报、月报的输出以及相关数据的整理和分析；2、支持用户运营策略的制定与数据监控，通过数据分析不断对策略进行调整和优化；3、进行活动策划，跟进活动进度，收集整理活动运营数据，完成数据分析；4、关注、整理和分析竞品活动，进行归纳总结；5、思维活跃，逻辑清晰，能参与到各个项目的策划和执行中；6、学习能力强，能高效完成交待的各项任务。任职资格：1、本科及以上学历在读，有互联网运营经验优先，有理财或购买P2P经历优先；2、较强的数据分析能力和数据展示能力，熟练掌握EXCEL和PPT；3、优秀的进度管理能力，工作高效且主动性强；4、优秀的理解及沟通能力；5、确保每周至少4天，6个月及以上实习期。,本科,计算机/互联网,"职位诱惑：薪资水平高，三餐补助,交通补助，能力突出的同学有转正机会",产品运营实习生（数据分析方向）,4天／周,实习6个月,150-200／天,2000人以上,https://www.shixiseng.com/intern/inn_kejyidwejxyv
广州,北京,滴滴出行,职位描述：工作内容：1、协助广州大区数据分析工作；2、协助大数据后台数据抓取与调度工作；3、协助数据可视化工作。岗位要求：1、熟练掌握excel操作；2、能实习4个月以上。加分项：有数据库基础（SQL）注：入职时间7月初。,本科,互联网,职位诱惑：免费美餐，各种下午茶，零食点心天天有~团建活动嗨翻实习期！,数据分析实习生,5天／周,实习4个月,149-150／天,2000人以上,https://www.shixiseng.com/intern/inn_raavaqgcbx8y
上海,上海,蔚来汽车,"职位描述：岗位职责：1、负责订单系统中数据的导出、整理与分析，进行资源整合优化；2、跟进门店开业相关项目；3、参与相关开业活动的策划与组织。岗位要求：1.精通Excel,Access或SQL等数据分析类软件；2.对数据敏感，细心认真，有sales相关经验者优先；3.工作地点：上海徐家汇；4.英语熟练，可做工作语言；5.积极性高，有挑战精神，可独立开展工作；6.具有良好的沟通协作能力与团队合作精神。",本科,其他,职位诱惑：独角兽企业 活力团队 优厚待遇,数据分析实习生,5天／周,实习6个月,299-300／天,500-2000人,https://www.shixiseng.com/intern/inn_z4jsw9tnqis8
广州,广州,耘蜂语,职位描述：该职位接受暑期实习&长期实习。聚英金融高校联盟：是一个高校投资爱好者的交流平台，专注金融投资教育，以及高校创业项目交流的青年投资俱乐部，旨在为华南地区大学生提供最专业的金融投资教育，最前端的金融人脉圈。数据分析团队致力于通过最前沿的金融科技，并且利用私募机构的数据运算模型，统计各种交易信号出现条件，结合实际交易数据，构建我们庞大的交易数据库，实现数据量化。任职要求：一、对金融投资领域有浓厚的兴趣，立志在该行业长期发展。全日制统招本科或以上学历，金融工科等相关专业毕业，具备证券从业资格证，投顾证者优先考虑；二、具备国内A股，商品期货等相关分析或学习经验，具备基本分析能力，有独立分析系统的优先考虑；三、接受公司技术团队完整的技术课程培训，分析系统培训，在公司技术顾问的指导以及结合自身的观点，完成每月任务，为客户服务。四、抗压能力强、以客观数据为主的分析心态、超强的学习能力与适应环境能力、随机应变能力要非常强。五、优胜劣汰，我们致力培养菁英而非庸才，如果你对自己的实力有信心，欢迎挑战！,本科,金融,职位诱惑：数据分析团   金融科技   条件概率统计,数据分析员,4天／周,实习5个月,100-150／天,150-500人,https://www.shixiseng.com/intern/inn_8tdvsc2e1sit
北京,北京,昆仑数据,"职位描述：岗位说明：1.本岗位负责大数据分析产品的算法的研发、典型分析应用设计以及行业/企业的数据分析项目的实施。2.利用先进的数据分析技术，去解决典型的行业挑战；从行业的大数据分析需求，抽象提升新型数据分析问题和算法；基于大数据基础平台（如Spark/Hadoop)或并行计算环境，实现高效的数据挖掘算法。岗位要求：1.精通数据挖掘/机器学习算法，有丰富的实践经验；2.至少精通一种数据分析软件工具（如SAS,SPSSModeler,R,Weka等）；3.有一定程序开发经验（Java,C++等）；4.具有清晰的系统思维逻辑，对解决行业实际问题有浓厚兴趣；5.良好的沟通和分析问题与解决问题能力；6.可接受出差。优先条件：1.有数据挖掘项目经验者优先。2.985/211院校优先。",本科,计算机/互联网,职位诱惑：风口行业 大牛带路 公司环境好 提供转正机会,行业大数据分析师,5天／周,实习6个月,300-500／天,50-150人,https://www.shixiseng.com/intern/inn_1cup1zhjr04q
北京,北京,便利蜂,职位描述：工作职责：1.持续跟踪业务数据，监测业务发展态势，及时跟进业务异动；2.通过数据分析，对业务KPI提升提出可落地的方案，并协助业务提升指标；3.根据业务需要，负责数据提取和数据报表制作；4.进行各类专题分析，为管理决策及运营优化提出建议。任职要求：1.985或211大学背景，计算机、数学、统计学、物流相关专业；2.熟练掌握SQL、Python，熟悉常用数据统计和分析方法，能够独立完成特定主题的数据提取、分析和报告；3.对数据敏感，有较强的分析能力、逻辑思维能力和学习能力；4.有电商、物流、零售业务经验者优先。,本科,"计算机/互联网,快消",职位诱惑：机会众多,数据分析,4天／周,实习5个月,200-300／天,2000人以上,https://www.shixiseng.com/intern/inn_ubp80zwymulv
广州,广州,明师教育,职位描述：岗位职责:1、协助市场中心各类专项调研的组织和执行；2、支持相关数据统计分析或进度报表整理；3、同行监测，如产品、策略、活动、推广资料等信息的梳理和内容提炼，并在经理指导下协助初步分析；4、完成上级安排的其他事务。（非编制人员，要求是本科大三在读学生，能一周上班3天或以上。）任职资格:1、本科及以上学历，统计学/市场营销专业优先；2、活泼开朗，有团体精神，有责任心；3、熟悉SPSS、SQL等软件运用；4、有良好的应变及数据分析、文字组织能力。,本科,教育培训,职位诱惑：内部培训,数据分析实习生,3天／周,实习3个月,90-100／天,2000人以上,https://www.shixiseng.com/intern/inn_pmudbykqwrca
北京,北京,瓜子二手车直卖网,"职位描述：岗位职责：1、对接业务线需求，对需求进行梳理，对业务问题进行深度诊断性组合分析、挖掘、深度分析，并给出建议2、沉淀分析思路与框架，提炼数据产品需求，与相关团队（如技术开发团队）协作并推动数据产品的落地3、与相关团队协作进行数据建模工作，推动业务部门的数据化运营任职要求：1、统计、数学、计算机专业本科及以上学历2、有较强的逻辑推理能力,及时发现和分析数据中隐含的变化和问题3、熟练运用SQL，熟练运用EXCEL、R语言等数据工具、熟练使用PPT4、具备良好的沟通能力和团队合作精神5、2018届毕业生，实习期不少于3个月，每周保证3天以上实习时间6、男生优先",本科,计算机/互联网,职位诱惑：行业独角兽 大牛超多 知名度高,数据分析实习生,4天／周,实习3个月,150-200／天,2000人以上,https://www.shixiseng.com/intern/inn_29xad2znvprs
上海,上海,吉致汽车金融,职位描述：岗位职责：1、协助房源数据的清洗、处理与分析2、协助房地产行业信息收集整理工作任职要求：1、理工科专业，本科及以上学历，2017年及以后毕业2、对数字敏感，擅长分析，注重细节3、责任感强，性格开朗，善于沟通，富有团队合作精神,本科,金融/保险,职位诱惑：可留用,数据分析实习生,5天／周,实习3个月,120-130／天,150-500人,https://www.shixiseng.com/intern/inn_wtuiumv8181q
上海,上海,魔方元科技,职位描述：岗位职责：1、负责PC/APP产品数据分析，维护运营指标体系，针对各个业务线开展数据分析，撰写专业数据分析报告等工作；2、负责公司运营报表体系的日常维护，包括数据更新，指标解读，异常分析等，监控业绩达成情况；3、负责数据分析和建模策略，推动公司各业务线的用户增长，为公司营销决策提供有力数据支撑依据；4、理解公司重点关注工作，收集各业务部门的数据需求，定期分析行业数据，并建立分析报表。任职要求：1、具备数学、统计学、数量经济学、计算机等相关专业，本科及以上学历；2、具备PC/APP端1年左右经验，优秀应届生亦可考虑；3、熟练操作EXCEL（常规函数、数据透视表等），熟练撰写分析报告；,本科,计算机/互联网,职位诱惑：五险一金 带薪年假 年底N薪 调薪多次,数据分析（PC/APP端）实习生,5天／周,实习3个月,100-150／天,150-500人,https://www.shixiseng.com/intern/inn_vg0o79gsfprd
广州,北京,QuestMobile,职位描述：1、负责日常APP和手机机型的分拣工作；2、负责APP功能体验以及测试工作。应聘要求：1、专科以上学历，专业不限(在校学生也可以)；2、熟练使用Excel；3、熟悉各种APP的应用价值，对APP的各子模块有强烈的好奇心；4、具备优秀的沟通能力和学习能力，要有耐心、细心；5、一周至少能保证3天以上的工作时间。,大专,计算机/互联网,职位诱惑：工作氛围轻松,数据分析（实习生）,4天／周,实习3个月,80-100／天,15-50人,https://www.shixiseng.com/intern/inn_zogs9la8ytqm
广州,广州,福利金融,职位描述：岗位职责：1、建立、核对、维护公司业务数据，负责数据统计和处理工作；2、完成业务数据的收集、整理和统计，并定期形成数据统计报表；3、发现业务及数据问题，提出优化建议；4、完成领导交给的其他相关工作任务。任职要求：1、专科及以上学历，有一定数据统计工作经验，应届毕业生亦可；2、熟练使用office办公软件；3、工作细致耐心，逻辑思维强，具备良好的团队合作精神；4、热爱工作，敬业、勤恳，乐于思考，具有自我发展的主观愿望和自我学习能力。,大专,"计算机/互联网,金融",职位诱惑：下午茶 带薪年假 双休 餐补,数据分析师,5天／周,实习8个月,90-120／天,50-150人,https://www.shixiseng.com/intern/inn_qloyjpuit8od
北京,北京,柠檬微趣,职位描述：岗位职责：1.开发和维护自动数据统计分析脚本2.开发和维护数据ETLpipeline保证数据导入及时准确3.管理大数据平台数据组织结构任职要求：1、国家统招重点本科及以上学历；2、精通SQL；3.熟悉bash等shell脚本语言；4.有复杂SQL查询经验者优先。,本科,计算机/互联网,职位诱惑：提供转正机会，上市公司，发展空间大，福利待遇好。,数据分析实习生,4天／周,实习14个月,150-250／天,50-150人,https://www.shixiseng.com/intern/inn_nn80bwseqjzq
苏州,苏州,优渥瑞新材料,"职位描述：任意专业的在读研究生或优秀18年毕业本科生，实习后酌情留用入职。本职位是针对国际业务部的工作进行人才招聘。时间：每周一到五，至少能凑足4天全职。我们将要培养的是独当一面的能力型实习生工作伙伴，并不需要打杂型实习生勤杂工。岗位职责：全面提供整个外贸流程的学习实践和发展机会。职责内容包括1公司外贸营销体系的建设、运营。2拓展营销渠道，发展海外客户。3接单，跟单，安排运输，通关，回收货款。4维护客户，做好售后服务。5翻译资料，英文写作，英文email/电话沟通。6市场信息的收集，完成业务的记录和分析。7部分原料和外购产品的采购。8协调生产。9开拓国内贸易的辅助支持。10任务为导向，学做项目经理。除了具体实施操作外，要协调资源，自主管理项目。会同时在不同项目组里担任职责，并可能轮岗担任不同项目的经理。供应链管理项目、行政总务项目、培训及知识管理项目、营销项目、客户服务项目、产品测试项目及其子项目等待你来一一尝试。11参与公司战略决策。我们常有大小决策的讨论，人人都能施展见识，决定公司未来走向。12运营分析工具及统计学相关的知识，对公司的数据进行科学分析，并根据分析结果整理出改进方案、运用到生产、运营、销售各个环节中去。招聘要求：1、专业不限，籍贯不限，性别不限。2、英语或其它语种水平必须达到：非外语专业6级分数450以上，外语专业专四分数65以上。德法西日等小语种学生，英语也应达到上述标准。3、学习能力强。4、做事有条不紊、思路清晰、知识面广、理解力强。5、有独当一面的创造、运筹、分析、管理潜质者尤佳。6、实习期不少于90个工作日。7、毕业后有兴趣者可以入职留用。工作地点：新区竹园路滨河路口写字楼内,周末双休，实习生允许常请假（平均每周保证4个工作日在岗）。以项目任务为导向，工作自由度大，不松不紧。讨论辅导式培训，学习式工作方式，鼓励员工边学边干。对小公司工作没有兴趣者请勿应聘。实习津贴:每工作日7.5小时，无加班，120元每工作日，满四个月后150元每工作日。午休1.5小时，鼓励睡午觉。外地或者路远的同学租房可享每月450元补贴。毕业后留用入职者，月薪4000-6000。公司介绍：我司为注册于香港和苏州的小型贸易公司和制造商，国内业务部从事世界著名品牌工业胶水的国内代理。国际业务部从事工艺品、自产新颖玩具的国际贸易。业务区域分布欧洲，北美，南美，澳洲。本职位是针对国际业务部的工作进行人才招聘。用人关键词：培养，平等，放手。我们能够为新员工全面提供整个外贸流程的学习实践发展机会，致力培养新员工成为独当一面的将才。在我司的工作，将不仅使工作者掌握外贸的工作经验，提高外语书面和口头应用水平，更重要的是提高做事的综合能力。我们欢迎青年才俊加入我们迸发才华，也鼓励同事锻炼提高后奔赴更高远前程。工作地址（国际部）新区竹园路7号（国内部）吴中区太和商务广场",本科,"计算机/互联网,其他",职位诱惑：绩效奖金；加班补助；房补；员工旅游；带薪年假；节日福利,实习数据分析专员,4天／周,实习4个月,120-150／天,少于15人,https://www.shixiseng.com/intern/inn_3hybjww2bxbv
